station,location,state,do,ph,co,bod,na,tc,year,npH,ndo,nco,nbdo,nec,nna,wph,wdo,wbdo,wec,wna,wco,wqi
1545,RIVER MADAI AT DABOS NAN  VALPOI,GOA,7.3,5.9,100,1.3,0.27,173,2011,0,100,60,100,80,100,0,28.1,23.4,0.72,2.8,16.86,71.88
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,6,5.9,273,1.8,0.31,171,2011,0,100,60,100,40,100,0,28.1,23.4,0.36,2.8,16.86,71.52
2271,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,6.1,6.5,201,2,0.43,149,2011,40,100,60,100,60,100,6.6,28.1,23.4,0.54,2.8,16.86,78.3
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,6.2,6.3,245,1.8,0.31,135,2011,0,100,60,100,40,100,0,28.1,23.4,0.36,2.8,16.86,71.52
1547,RIVER TALPONA AT CANACONA,GOA,7,6.5,75,0.9,0.22,166,2011,40,100,60,100,100,100,6.6,28.1,23.4,0.9,2.8,16.86,78.66
1544,"VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,7.3,6,74,1.6,0.11,181,2011,0,100,60,100,100,100,0,28.1,23.4,0.9,2.8,16.86,72.06
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,7.1,7.9,108,3.3,0.42,137,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
1461,"BHATSA AT D/S OF PISE DAM NR PISE VILL (ULHAS), MAHARASHTRA",MAHARASHTRA,7.1,7.7,111,4.4,0.32,,2011,100,100,0,80,80,100,16.5,28.1,18.72,0.72,2.8,0,66.84
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,7,8,129,3.5,0.49,105,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,7,8,130,3.3,0.46,93,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,5.7,7.4,2323,6.3,1.47,541,2011,100,80,40,60,0,100,16.5,22.48,14.04,0,2.8,11.24,67.06
2670,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,5.9,7.6,462,4.9,2.47,63,2011,100,80,60,80,0,100,16.5,22.48,18.72,0,2.8,16.86,77.36
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,7,7.7,107,3.8,0.4,285,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,6.2,7.4,299,5.1,0.95,401,2011,100,100,60,80,40,100,16.5,28.1,18.72,0.36,2.8,16.86,83.34
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,5.9,7.8,33259,6.8,1.61,228,2011,100,80,60,60,0,100,16.5,22.48,14.04,0,2.8,16.86,72.68
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,7.2,7.9,77,3.2,0.42,282,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2168,MITHI RIVER,MAHARASHTRA,3.2,7.4,28018,46,1.67,1164,2011,100,40,40,60,0,100,16.5,11.24,14.04,0,2.8,11.24,55.82
2676,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,6.8,7.8,350,2.6,1.99,72,2011,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,6.9,7.5,133,3.2,0.55,409,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,6.9,7.5,143,3.4,0.54,307,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,6.1,6.9,609,4.2,3.1,135,2011,80,100,60,80,0,100,13.2,28.1,18.72,0,2.8,16.86,79.68
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA,6.8,7.4,129,3.2,0.86,133,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,6.7,7.4,130,3.2,0.75,124,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA,6.6,7.4,130,5,0.74,158,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,6.7,7.5,120,3.6,0.73,226,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2696,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,7.1,7.9,139,3.2,0.45,147,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,6,7.4,13925,59.1,3.08,116,2011,100,100,60,60,0,100,16.5,28.1,14.04,0,2.8,16.86,78.3
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,6.7,7.7,274,2.3,2.04,88,2011,100,100,60,100,40,100,16.5,28.1,23.4,0.36,2.8,16.86,88.02
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,6.3,7.9,326,2.5,2.32,71,2011,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
2703,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA,6.3,7.9,7392,2.4,6.41,71,2011,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,6.3,7.7,12051,4.4,5.37,102,2011,100,100,60,80,0,100,16.5,28.1,18.72,0,2.8,16.86,82.98
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,7,8.3,162,3.8,0.48,90,2011,100,100,60,80,60,100,16.5,28.1,18.72,0.54,2.8,16.86,83.52
2707,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,7,8.3,212,3.6,0.44,90,2011,100,100,60,80,60,100,16.5,28.1,18.72,0.54,2.8,16.86,83.52
2708,"SURYA AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA,7.1,8.3,227,3.2,0.48,124,2011,100,100,60,80,40,100,16.5,28.1,18.72,0.36,2.8,16.86,83.34
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,6.8,8.2,314,4.3,0.45,69,2011,100,100,60,80,0,100,16.5,28.1,18.72,0,2.8,16.86,82.98
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,6.8,7.8,151,3.4,0.5,740,2011,100,100,40,80,60,100,16.5,28.1,18.72,0.54,2.8,11.24,77.9
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,7,7.8,123,3.4,0.44,100,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2162,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA,6.9,7.8,139,3.3,0.76,169,2011,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8,16.86,83.7
2712,"VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA,6.8,8.2,313,4,0.49,99,2011,100,100,60,80,0,100,16.5,28.1,18.72,0,2.8,16.86,82.98
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,6.7,7.8,215,2.5,0.83,51,2011,100,100,60,100,60,100,16.5,28.1,23.4,0.54,2.8,16.86,88.2
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ",MAHARASHTRA,6.7,7.8,204,2.5,0.77,68,2011,100,100,60,100,60,100,16.5,28.1,23.4,0.54,2.8,16.86,88.2
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA,6.9,7.7,205,2.2,0.93,55,2011,100,100,60,100,60,100,16.5,28.1,23.4,0.54,2.8,16.86,88.2
1342,ACHENKOIL AT THUMPAMON,KERALA,7.1,6.9,72,0.5,0.25,641,2011,80,100,40,100,100,100,13.2,28.1,23.4,0.9,2.8,11.24,79.64
1443,ACHENKOIL AT CHENNITHULA,KERALA,6.6,6.9,70,0.9,0.49,495,2011,80,100,60,100,100,100,13.2,28.1,23.4,0.9,2.8,16.86,85.26
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,6.9,7.1,52,0.8,0.18,520,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,7.2,7,830,0.8,0.16,654,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
2286,R AYROOR AT AYROOR BRIDGE,KERALA,6.3,6.9,95,1.3,0.99,1325,2011,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8,11.24,79.46
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,7.2,7.4,164,0.9,0.46,2225,2011,100,100,40,100,60,100,16.5,28.1,23.4,0.54,2.8,11.24,82.58
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,6.9,7.5,231,0.8,0.55,1725,2011,100,100,40,100,40,100,16.5,28.1,23.4,0.36,2.8,11.24,82.4
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,6.5,6.9,101,1.3,0.47,1127,2011,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8,11.24,79.46
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,7.1,7.1,64,0.6,0.4,646,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
21,CHALIYAR AT CHUNGAPALLY,KERALA,7.1,7.1,4600,0.6,0.35,538,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,7.5,7.2,52,0.6,0.15,900,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1573,CHITTHRAPUZHA AT IRUMPANAM,KERALA,2,6.8,265,2.4,2.3,5425,2011,80,0,40,100,40,100,13.2,0,23.4,0.36,2.8,11.24,51
2295,R CORAPUZHA AT KANAYANKODE,KERALA,5.6,7,12769,1.2,0.41,1650,2011,100,80,40,100,0,100,16.5,22.48,23.4,0,2.8,11.24,76.42
1564,"ITHIKKARA AT AYUR, KERALA",KERALA,7.1,7,90,0.6,0.64,625,2011,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2287,R ITHIKKARA AT ITHIKKARA,KERALA,6.1,7,248,0.8,0.66,1150,2011,100,100,40,100,40,100,16.5,28.1,23.4,0.36,2.8,11.24,82.4
1566,KADALUNDY AT THIRURANGADY,KERALA,6,7,94,1.1,0.13,370,2011,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,6.5,7.5,76,0.8,0.08,585,2011,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,1.5,6.6,192,3.6,0.92,2978,2011,40,0,40,80,60,100,6.6,0,18.72,0.54,2.8,11.24,39.9
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,2,6.8,79,2.4,0.2,1275,2011,80,0,40,100,80,100,13.2,0,23.4,0.72,2.8,11.24,51.36
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, KERALA",KERALA,7.2,7.1,52,0.6,0.15,687,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2294,R KALLAI AT KALLAI BRIDGE,KERALA,4,7.5,25964,1.1,0.76,1588,2011,100,40,40,100,0,100,16.5,11.24,23.4,0,2.8,11.24,65.18
1571,KARINGODE AT KAKKADAVU,KERALA,7.2,7.3,54,0.9,0.25,610,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,0.8,7.1,1239,11.9,1.87,11000,2011,100,0,0,60,0,100,16.5,0,14.04,0,2.8,0,33.34
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.4,6.5,58,1.3,0.34,960,2011,40,100,40,100,100,100,6.6,28.1,23.4,0.9,2.8,11.24,73.04
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,6.3,6.8,77,1.2,0.16,208,2011,80,100,60,100,80,100,13.2,28.1,23.4,0.72,2.8,16.86,85.08
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,5.4,6.6,80,1.6,0.27,775,2011,40,80,40,100,80,100,6.6,22.48,23.4,0.72,2.8,11.24,67.24
2326,R KORAYAR AT KANJIKODE,KERALA,5.8,7.8,666,1,0.24,1650,2011,100,80,40,100,0,100,16.5,22.48,23.4,0,2.8,11.24,76.42
1569,R KUPPAM AT THALIPARAMBA,KERALA,6.6,7.2,12768,1.1,0.13,1412,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
2298,R KUPPAM AT RAYAROM,KERALA,7.7,7.2,44,1,0.28,148,2011,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
1567,R KUTTIYADY AT  KUTTIYADY ESTATE,KERALA,7.1,7,27,0.4,0.11,218,2011,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
1568,"R MAHE AT VALAYAM, KERALA",KERALA,7.3,7.2,59,0.6,0.19,465,2011,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
2285,R MAMOM AT MAMOM BRIDGE,KERALA,7.8,7.1,119,0.7,0.87,1725,2011,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
1340,"MANIMALA  AT KALLOOPARA,",KERALA,7.3,7.1,54,1.3,0.41,913,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1384,"MANIMALA AT THONDRA, KERALA",KERALA,7,6.6,104,1.5,0.49,1000,2011,40,100,40,100,80,100,6.6,28.1,23.4,0.72,2.8,11.24,72.86
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,6,7.2,92,0.7,0.38,1390,2011,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,6.8,6.6,48,0.5,0.44,2025,2011,40,100,40,100,100,100,6.6,28.1,23.4,0.9,2.8,11.24,73.04
2304,R MOGRAL AT MOGRAL BR.,KERALA,5.6,7.1,20455,0.6,0.58,675,2011,100,80,40,100,0,100,16.5,22.48,23.4,0,2.8,11.24,76.42
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,7,7,56,1.1,0.43,1725,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,6.7,6.9,2531,0.5,0.22,465,2011,80,100,60,100,0,100,13.2,28.1,23.4,0,2.8,16.86,84.36
1570,R NEELASWARAM AT HOSDURG,KERALA,6.2,7.2,15362,0.8,0.39,1303,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,7.3,7.2,62,0.8,0.95,985,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2284,R NEYYAR AT ARUVIPURAM,KERALA,7.6,7.2,59,0.6,0.65,1163,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2288,R PALLICKAL AT NELLIMUKAL,KERALA,6.4,6.8,83,0.5,0.42,575,2011,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8,11.24,79.46
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,7,6.6,50,0.6,0.75,578,2011,40,100,40,100,100,100,6.6,28.1,23.4,0.9,2.8,11.24,73.04
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,6.7,6.8,76,1.2,1.21,625,2011,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8,11.24,79.46
1565,"PAMBA DOWN, KERALA",KERALA,6.7,6.6,64,0.9,1.35,838,2011,40,100,40,100,100,100,6.6,28.1,23.4,0.9,2.8,11.24,73.04
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,5.6,6.9,943,1.5,0.4,1925,2011,80,80,40,100,0,100,13.2,22.48,23.4,0,2.8,11.24,73.12
18,"PERIYAR AT KALADY, KERALA",KERALA,7.4,7,38,0.9,0.26,1196,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,6.7,6.9,43,1,0.3,2750,2011,80,100,40,100,100,100,13.2,28.1,23.4,0.9,2.8,11.24,79.64
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,7.1,7.3,48,1.5,0.36,1775,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2334,RIVER PERIYAR AT PATHALAM,KERALA,6.2,6.8,309,1.6,0.39,2725,2011,80,100,40,100,0,100,13.2,28.1,23.4,0,2.8,11.24,78.74
2335,R PERIYAR AT KALAMASSERY,KERALA,5.2,6.8,61,1.8,0.33,2650,2011,80,80,40,100,100,100,13.2,22.48,23.4,0.9,2.8,11.24,74.02
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,6.8,6.9,995,1.1,0.24,1258,2011,80,100,40,100,0,100,13.2,28.1,23.4,0,2.8,11.24,78.74
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,6.8,6.9,52,0.9,0.45,198,2011,80,100,60,100,100,100,13.2,28.1,23.4,0.9,2.8,16.86,85.26
2303,R PULLUR AT PULLUR BR.,KERALA,6.2,6.6,44,0.7,0.21,1630,2011,40,100,40,100,100,100,6.6,28.1,23.4,0.9,2.8,11.24,73.04
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,4.5,6.5,77,1.1,0.34,2675,2011,40,60,40,100,80,100,6.6,16.86,23.4,0.72,2.8,11.24,61.62
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,4,7,19279,0.9,0.03,233,2011,100,40,60,100,0,100,16.5,11.24,23.4,0,2.8,16.86,70.8
2305,R SHRIYA AT ANGADIMOGARU,KERALA,7,7.4,69,1,0.12,660,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2296,R THALLASSERY AT PATHIPPALAM,KERALA,6.5,6.8,58,0.5,0.24,1026,2011,80,100,40,100,100,100,13.2,28.1,23.4,0.9,2.8,11.24,79.64
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,4.6,6.9,98,0.6,0.11,348,2011,80,60,60,100,80,100,13.2,16.86,23.4,0.72,2.8,16.86,73.84
2306,R UPPALA AT  UPPALA BR.,KERALA,6.6,7.3,12327,0.6,0.71,2210,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
1442,"VAMANAPURAM, KERALA",KERALA,7.1,7,51,1,0.78,1700,2011,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,6.2,7.5,371,1.1,1.62,528,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,6.2,7.7,316,1.3,2.41,312,2011,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,7.3,7.1,241,2.9,1.17,185,2011,100,100,60,100,40,100,16.5,28.1,23.4,0.36,2.8,16.86,88.02
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,7.7,7.4,121,1.4,0.64,1255,2011,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,6.5,7.3,64,1,2.6,420,2011,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,6.9,7.4,57,1,1.28,409,2011,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,7.5,8,211,1.9,0.39,6858,2011,100,100,40,100,60,100,16.5,28.1,23.4,0.54,2.8,11.24,82.58
2424,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,7.2,8,263,3.7,0.63,14725,2011,100,100,0,80,40,100,16.5,28.1,18.72,0.36,2.8,0,66.48
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,7,7.6,111,1.6,0.67,2743,2011,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,7.5,7.9,205,1.5,1,3542,2011,100,100,40,100,60,100,16.5,28.1,23.4,0.54,2.8,11.24,82.58
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,7.1,7.7,283,2.3,1.73,6692,2011,100,100,40,100,40,100,16.5,28.1,23.4,0.36,2.8,11.24,82.4
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,7.4,8,263,1.7,0.65,6617,2011,100,100,40,100,40,100,16.5,28.1,23.4,0.36,2.8,11.24,82.4
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,8.1,8,300,2.3,0.45,4569,2011,100,100,40,100,40,100,16.5,28.1,23.4,0.36,2.8,11.24,82.4
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,7.8,8,13103,2.1,0.59,739,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,7.4,8,207,1.5,0.53,2872,2011,100,100,40,100,60,100,16.5,28.1,23.4,0.54,2.8,11.24,82.58
2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA,7.2,8,198,1.4,0.57,1850,2011,100,100,40,100,60,100,16.5,28.1,23.4,0.54,2.8,11.24,82.58
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,6.5,8.1,729,1,0.65,,2011,100,100,0,100,0,100,16.5,28.1,23.4,0,2.8,0,70.8
2444,CORINGA RIVER,PONDICHERRY,3,8.1,1086,,0.1,,2011,100,40,0,0,0,100,16.5,11.24,0,0,2.8,0,30.54
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,6.9,8.2,10910,,0.02,,2011,100,100,0,0,0,100,16.5,28.1,0,0,2.8,0,47.4
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,6,8,17990,,0.07,,2011,100,100,0,0,0,100,16.5,28.1,0,0,2.8,0,47.4
2445,MAHE RIVER,PONDICHERRY,4.8,7.7,48500,,0.34,,2011,100,60,0,0,0,100,16.5,16.86,0,0,2.8,0,36.16
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,6.3,7.6,830,1.8,0.24,2020,2011,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,7.4,7.6,104,1.2,0.09,,2011,100,100,0,100,80,100,16.5,28.1,23.4,0.72,2.8,0,71.52
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,6.9,7.8,440,3.4,1.21,,2011,100,100,0,80,0,100,16.5,28.1,18.72,0,2.8,0,66.12
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,5.8,7.2,732,8.5,3.83,4838,2011,100,80,40,60,0,100,16.5,22.48,14.04,0,2.8,11.24,67.06
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,5.6,7.4,1322,15.3,15,41500,2011,100,80,0,60,0,100,16.5,22.48,14.04,0,2.8,0,55.82
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,5.4,7.3,809,10,4.2,8975,2011,100,80,40,60,0,100,16.5,22.48,14.04,0,2.8,11.24,67.06
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,5.7,7.3,1103,14.3,13.75,52500,2011,100,80,0,60,0,100,16.5,22.48,14.04,0,2.8,0,55.82
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,5.7,7.5,906,24,14.18,17625,2011,100,80,0,60,0,100,16.5,22.48,14.04,0,2.8,0,55.82
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,3.5,7.4,1064,20,13.2,14500,2011,100,40,0,60,0,100,16.5,11.24,14.04,0,2.8,0,44.58
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,3.2,7.6,1197,27.3,19.2,40250,2011,100,40,0,60,0,100,16.5,11.24,14.04,0,2.8,0,44.58
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,4.7,7.3,1383,32.8,16.4,42875,2011,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,4.8,7.4,1063,16,5.03,8025,2011,100,60,40,60,0,100,16.5,16.86,14.04,0,2.8,11.24,61.44
