station,location,state,do,ph,co,bod,na,tc,year,npH,ndo,nco,nbdo,nec,nna,wph,wdo,wbdo,wec,wna,wco,wqi
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,6,7.1,85,1.7,0.53,538,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,6.3,7.1,69,1.3,0.57,593,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,6.5,7.3,76,1.6,0.55,545,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,6.7,6.6,60,1.2,0.34,435,2013,40,100,60,100,100,100,6.6,28.1,23.4,0.9,2.8,16.86,78.66
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,7,6.6,3544,1.5,0.37,435,2013,40,100,60,100,0,100,6.6,28.1,23.4,0,2.8,16.86,77.76
2286,R AYROOR AT AYROOR BRIDGE,KERALA,6.7,7.3,51,0.8,0.35,1567,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,6.9,7.7,107,0.7,0.46,443,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,6.7,7.9,173,0.9,0.56,426,2013,100,100,60,100,60,100,16.5,28.1,23.4,0.54,2.8,16.86,88.2
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,5.6,6.9,126,1.2,0.67,990,2013,80,80,40,100,80,100,13.2,22.48,23.4,0.72,2.8,11.24,73.84
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,7.3,7.4,70,0.8,0.31,4208,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,6.9,7.4,12754,0.8,0.29,2557,2013,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,7.1,7.4,80,0.6,0.5,2831,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,7.2,6.9,62,1.3,0.11,150,2013,80,100,60,100,100,100,13.2,28.1,23.4,0.9,2.8,16.86,85.26
1573,"CHITRAPUZHA AT IRUMPANAM, KERALA",KERALA,3.4,6.7,2965,2.3,1.11,1236,2013,60,40,40,100,0,100,9.9,11.24,23.4,0,2.8,11.24,58.58
2295,R CORAPUZHA AT KANAYANKODE,KERALA,6.1,7.2,15871,0.9,0.25,2975,2013,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,6.4,7.2,120,1.9,0.77,618,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2287,R ITHIKKARA AT ITHIKKARA,KERALA,6.2,7.2,7448,2,1.01,483,2013,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,6.6,6.9,77,1.6,0.29,756,2013,80,100,40,100,80,100,13.2,28.1,23.4,0.72,2.8,11.24,79.46
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,6.8,7,72,1.7,0.2,785,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,2.9,6.7,305,2.2,1.28,1623,2013,60,0,40,100,0,100,9.9,0,23.4,0,2.8,11.24,47.34
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,3,6.6,86,2,0.39,1319,2013,40,40,40,100,80,100,6.6,11.24,23.4,0.72,2.8,11.24,56
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,6.7,7.1,79,1.6,0.34,738,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2294,R KALLAI AT KALLAI BRIDGE,KERALA,3.6,7.3,32790,2.6,0.59,112867,2013,100,40,0,100,0,100,16.5,11.24,23.4,0,2.8,0,53.94
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,6.1,7.8,2905,1.3,0.54,997,2013,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
3458,KARAPUZHA DAM AT WAYANAD,KERALA,6.9,7.4,112,0.5,0.35,67,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
1571,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,7,6.9,51,1.1,0.18,317,2013,80,100,60,100,100,100,13.2,28.1,23.4,0.9,2.8,16.86,85.26
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,3.1,7.2,1416,13.2,4.41,19917,2013,100,40,0,60,0,100,16.5,11.24,14.04,0,2.8,0,44.58
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,7,7.1,30,0.5,0.32,496,2013,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.1,7,59,1.8,0.58,282,2013,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,6,6.4,61,2.1,0.28,300,2013,0,100,60,100,100,100,0,28.1,23.4,0.9,2.8,16.86,72.06
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,6.3,7,105,2.8,0.37,543,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2326,R KORAYAR AT KANJIKODE,KERALA,6.9,8.1,502,0.9,0.72,615,2013,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,5.9,6.7,14662,1.5,0.52,377,2013,60,80,60,100,0,100,9.9,22.48,23.4,0,2.8,16.86,75.44
2298,R KUPPAM AT RAYAROM,KERALA,7.8,6.8,49,1.4,0.3,319,2013,80,100,60,100,100,100,13.2,28.1,23.4,0.9,2.8,16.86,85.26
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,7.1,7.4,380,1,0.14,66382,2013,100,100,0,100,0,100,16.5,28.1,23.4,0,2.8,0,70.8
1568,"R MAHE AT VALAYAM, KERALA",KERALA,7.3,7.2,67,0.9,0.38,3471,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2285,R MAMOM AT MAMOM BRIDGE,KERALA,6.2,7.2,51,0.8,0.23,942,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,7.2,6.8,69,1.2,0.45,941,2013,80,100,40,100,100,100,13.2,28.1,23.4,0.9,2.8,11.24,79.64
1384,"MANIMALA AT THONDRA, KERALA",KERALA,6.9,6.7,75,2.5,0.4,701,2013,60,100,40,100,100,100,9.9,28.1,23.4,0.9,2.8,11.24,76.34
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,6.3,7.4,113,0.6,0.88,128,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,7.6,6.8,79,1.6,0.31,109,2013,80,100,60,100,80,100,13.2,28.1,23.4,0.72,2.8,16.86,85.08
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,7,7.2,57,0.6,0.46,3558,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2304,R MOGRAL AT MOGRAL BR.,KERALA,5.9,7,22576,1.5,0.35,253,2013,100,80,60,100,0,100,16.5,22.48,23.4,0,2.8,16.86,82.04
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,6.8,7.2,105,0.6,0.39,2392,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,6.3,6.7,2315,1.3,0.17,278,2013,60,100,60,100,0,100,9.9,28.1,23.4,0,2.8,16.86,81.06
1570,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,6.4,6.9,18569,1,0.27,277,2013,80,100,60,100,0,100,13.2,28.1,23.4,0,2.8,16.86,84.36
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,6.6,7.3,45,0.6,0.39,940,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2284,R NEYYAR AT ARUVIPURAM,KERALA,6.9,7.2,42,0.5,0.18,774,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2288,R PALLICKAL AT NELLIMUKAL,KERALA,6,7.3,92,1.7,0.56,597,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,6.1,7.2,59,0.7,1.04,311,2013,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,4.5,6.9,1190,0.7,1.17,388,2013,80,60,60,100,0,100,13.2,16.86,23.4,0,2.8,16.86,73.12
1565,"PAMBA DOWN, KERALA",KERALA,4.2,7,69,0.6,1.04,420,2013,100,60,60,100,100,100,16.5,16.86,23.4,0.9,2.8,16.86,77.32
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,6,7,5569,2.2,0.68,1894,2013,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
18,"PERIYAR AT KALADY, KERALA",KERALA,7.3,7,34,1,0.27,927,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,6.3,7,44,1.6,0.32,1876,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,6.4,7.2,49,1.4,0.23,1357,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2334,RIVER PERIYAR AT PATHALAM,KERALA,5.9,7,3272,2.2,0.62,1284,2013,100,80,40,100,0,100,16.5,22.48,23.4,0,2.8,11.24,76.42
2335,R PERIYAR AT KALAMASSERY,KERALA,4.6,7,65,1.7,0.28,1937,2013,100,60,40,100,100,100,16.5,16.86,23.4,0.9,2.8,11.24,71.7
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,6.5,6.9,4650,2,1,1573,2013,80,100,40,100,0,100,13.2,28.1,23.4,0,2.8,11.24,78.74
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,6.5,7,42,1.4,1,1221,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,6.4,6.4,45,1.2,1,376,2013,0,100,60,100,100,100,0,28.1,23.4,0.9,2.8,16.86,72.06
2303,R PULLUR AT PULLUR BR.,KERALA,6,6.1,56,1.2,0,438,2013,0,100,60,100,100,100,0,28.1,23.4,0.9,2.8,16.86,72.06
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,5.3,6.8,99,2.8,0.79,523,2013,80,80,40,100,80,100,13.2,22.48,23.4,0.72,2.8,11.24,73.84
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,3.6,6.5,22131,1.8,0.95,261,2013,40,40,60,100,0,100,6.6,11.24,23.4,0,2.8,16.86,60.9
2305,R SHRIYA AT ANGADIMOGARU,KERALA,6.9,6.7,66,1.8,0,205,2013,60,100,60,100,100,100,9.9,28.1,23.4,0.9,2.8,16.86,81.96
2296,R THALLASSERY AT PATHIPPALAM,KERALA,6,6.6,67,1.5,3.69,398,2013,40,100,60,100,100,100,6.6,28.1,23.4,0.9,2.8,16.86,78.66
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,4.9,6.8,9107,1.6,1,614,2013,80,60,40,100,0,100,13.2,16.86,23.4,0,2.8,11.24,67.5
2306,R UPPALA AT  UPPALA BR.,KERALA,6.3,7,18931,1.4,1,201,2013,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,6.6,6.8,15525,1.1,0.06,347,2013,80,100,60,100,0,100,13.2,28.1,23.4,0,2.8,16.86,84.36
1442,"VAMANAPURAM, KERALA",KERALA,7.1,7.5,46,0.8,1,1097,2013,100,100,40,100,100,100,16.5,28.1,23.4,0.9,2.8,11.24,82.94
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,6,7.3,432,1.2,3,78,2013,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,6.1,7.7,328,1.2,1,211,2013,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,5.8,7.8,707,0.6,0.85,1100,2013,100,80,40,100,0,100,16.5,22.48,23.4,0,2.8,11.24,76.42
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,6.1,8,674,0.9,1,1260,2013,100,100,40,100,0,100,16.5,28.1,23.4,0,2.8,11.24,82.04
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,7.3,7.3,164,2.3,1,336,2013,100,100,60,100,60,100,16.5,28.1,23.4,0.54,2.8,16.86,88.2
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,7.6,7.4,122,2.4,1,834,2013,100,100,40,100,80,100,16.5,28.1,23.4,0.72,2.8,11.24,82.76
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,6.5,7.1,95,1,0,212,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,6.5,7.1,56,1,0,79,2013,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,7.5,7.8,237,1.4,0.89,18918,2013,100,100,0,100,40,100,16.5,28.1,23.4,0.36,2.8,0,71.16
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,7.6,7.6,3688,2.3,2.66,32918,2013,100,100,0,100,0,100,16.5,28.1,23.4,0,2.8,0,70.8
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,7.3,7.5,82,1.2,1.58,17512,2013,100,100,0,100,80,100,16.5,28.1,23.4,0.72,2.8,0,71.52
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,7.5,8,202,1.4,1.89,23191,2013,100,100,0,100,60,100,16.5,28.1,23.4,0.54,2.8,0,71.34
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,7.3,7.9,232,2.9,2.23,30836,2013,100,100,0,100,40,100,16.5,28.1,23.4,0.36,2.8,0,71.16
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,7.4,7.9,246,2.3,1.9,3900,2013,100,100,40,100,40,100,16.5,28.1,23.4,0.36,2.8,11.24,82.4
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,6.9,8.1,3960,2,2.26,22523,2013,100,100,0,100,0,100,16.5,28.1,23.4,0,2.8,0,70.8
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,7,8,28222,1.8,2.54,10469,2013,100,100,0,100,0,100,16.5,28.1,23.4,0,2.8,0,70.8
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,7.2,7.8,201,1.3,1.59,31034,2013,100,100,0,100,60,100,16.5,28.1,23.4,0.54,2.8,0,71.34
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,7.3,8,221,1.2,2.26,5289,2013,100,100,40,100,60,100,16.5,28.1,23.4,0.54,2.8,11.24,82.58
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,,7.8,,1,1,,2013,100,0,0,100,0,100,16.5,0,23.4,0,2.8,0,42.7
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,8,7.7,401,,1,,2013,100,100,0,0,0,100,16.5,28.1,0,0,2.8,0,47.4
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,8,8.2,1886,4,1,,2013,100,100,0,80,0,100,16.5,28.1,18.72,0,2.8,0,66.12
2444,CORINGA RIVER,PONDICHERRY,7,8.2,742,5,1,,2013,100,100,0,80,0,100,16.5,28.1,18.72,0,2.8,0,66.12
2445,MAHE RIVER,PONDICHERRY,7,6.4,149,4,1,,2013,0,100,0,80,80,100,0,28.1,18.72,0.72,2.8,0,50.34
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMILNADU,6.7,7.5,1088,1.7,0,474,2013,100,100,60,100,0,100,16.5,28.1,23.4,0,2.8,16.86,87.66
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMILNADU,7.2,6.5,73,3.1,0,59,2013,40,100,60,80,100,100,6.6,28.1,18.72,0.9,2.8,16.86,73.98
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,6.7,6.3,98,3.3,1.5,74,2013,0,100,60,80,80,100,0,28.1,18.72,0.72,2.8,16.86,67.2
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMILNADU,6.3,6.5,143,4,4,124,2013,40,100,60,80,80,100,6.6,28.1,18.72,0.72,2.8,16.86,73.8
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,6.6,6.9,260,5.4,1,53,2013,80,100,60,80,40,100,13.2,28.1,18.72,0.36,2.8,16.86,80.04
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,7.1,6.3,71,3.5,1,82,2013,0,100,60,80,100,100,0,28.1,18.72,0.9,2.8,16.86,67.38
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,6.9,6.3,65,3.5,0,52,2013,0,100,60,80,100,100,0,28.1,18.72,0.9,2.8,16.86,67.38
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMILNADU,7.3,7.1,607,3.6,0.88,104,2013,100,100,60,80,0,100,16.5,28.1,18.72,0,2.8,16.86,82.98
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,6.1,7,446,5.2,0.56,77,2013,100,100,60,80,0,100,16.5,28.1,18.72,0,2.8,16.86,82.98
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,6.9,6.4,94,3.2,1.59,65,2013,0,100,60,80,80,100,0,28.1,18.72,0.72,2.8,16.86,67.2
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,6.8,6.8,451,9.4,0.55,58,2013,80,100,60,60,0,100,13.2,28.1,14.04,0,2.8,16.86,75
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,6,6.6,169,3.9,2,84,2013,40,100,60,80,60,100,6.6,28.1,18.72,0.54,2.8,16.86,73.62
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,6.5,6.7,187,3.3,3,113,2013,60,100,60,80,60,100,9.9,28.1,18.72,0.54,2.8,16.86,76.92
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMILNADU,3.4,7.8,2577,164.9,1.5,160405392,2013,100,40,0,0,0,100,16.5,11.24,0,0,2.8,0,30.54
NAN,NAN,NAN,,,,,,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,5.5,7.2,636,9.7,4,4975,2013,100,80,40,60,0,100,16.5,22.48,14.04,0,2.8,11.24,67.06
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,4.7,7.3,1088,23.8,4,56000,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,5.3,7.2,689,11.3,4,6025,2013,100,80,40,60,0,100,16.5,22.48,14.04,0,2.8,11.24,67.06
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,4.9,7.3,1267,23.5,3,54250,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,5.3,7.4,852,13,4,26750,2013,100,80,0,60,0,100,16.5,22.48,14.04,0,2.8,0,55.82
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,4.9,7.5,977,16.5,5,30500,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,4.4,7.4,1256,24.8,6,55250,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,4.8,7.2,1021,20.3,4,43700,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,5.1,7.3,971,14.8,5,8425,2013,100,80,40,60,0,100,16.5,22.48,14.04,0,2.8,11.24,67.06
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,4.6,7.4,1284,24.3,4,50000,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,4,7.4,1096,26,3,57500,2013,100,40,0,60,0,100,16.5,11.24,14.04,0,2.8,0,44.58
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,4.4,7.3,1002,21.5,4,43750,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,,6.9,910,13,0,,2013,80,0,0,60,0,100,13.2,0,14.04,0,2.8,0,30.04
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,,6.5,930,15,0,,2013,40,0,0,60,0,100,6.6,0,14.04,0,2.8,0,23.44
1884,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,5,7.3,,33.9,0,,2013,100,60,0,60,0,100,16.5,16.86,14.04,0,2.8,0,50.2
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,,6.7,960,18,0,,2013,60,0,0,60,0,100,9.9,0,14.04,0,2.8,0,26.74
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,4.8,7.6,295,0.8,0,9,2013,100,60,80,100,40,100,16.5,16.86,23.4,0.36,2.8,22.48,82.4
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,7.1,7.5,293,1.3,0,19,2013,100,100,80,100,40,100,16.5,28.1,23.4,0.36,2.8,22.48,93.64
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,7.1,7.5,316,1.4,0,22,2013,100,100,80,100,0,100,16.5,28.1,23.4,0,2.8,22.48,93.28
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,6.6,7.5,274,1.6,0,24,2013,100,100,80,100,40,100,16.5,28.1,23.4,0.36,2.8,22.48,93.64
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,4.9,7.4,407,16.3,0,120,2013,100,60,60,60,0,100,16.5,16.86,14.04,0,2.8,16.86,67.06
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,4.9,8.3,603,1,0,5,2013,100,60,100,100,0,100,16.5,16.86,23.4,0,2.8,28.1,87.66
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,5.5,7.4,138,0.8,0,6,2013,100,80,80,100,80,100,16.5,22.48,23.4,0.72,2.8,22.48,88.38
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,5.5,8.1,625,1.1,0,6,2013,100,80,80,100,0,100,16.5,22.48,23.4,0,2.8,22.48,87.66
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN,5,7.3,305,1.7,0,12,2013,100,60,80,100,0,100,16.5,16.86,23.4,0,2.8,22.48,82.04
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,5.6,8.1,552,1.1,0,6,2013,100,80,80,100,0,100,16.5,22.48,23.4,0,2.8,22.48,87.66
3305,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,7.3,7.3,402,2.1,0,32,2013,100,100,80,100,0,100,16.5,28.1,23.4,0,2.8,22.48,93.28
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,7.2,7.3,99,2.2,1,57,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,7.2,7.4,102,2.2,1,56,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,7.6,7.2,72,1.8,2.56,57,2013,100,100,60,100,100,100,16.5,28.1,23.4,0.9,2.8,16.86,88.56
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,7.1,7.5,131,2.2,3.2,413,2013,100,100,60,100,80,100,16.5,28.1,23.4,0.72,2.8,16.86,88.38
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,5.2,2.9,682,7.8,1.5,30,2013,0,80,80,60,0,100,0,22.48,14.04,0,2.8,22.48,61.8
